cluster,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,12.250923076923076,1.8973846153846154,2.2312307692307694,20.063076923076924,92.73846153846154,2.247692307692308,2.05,0.3576923076923077,1.624153846153846,2.9730769230769236,1.0627076923076924,2.8033846153846156,510.1692307692307
1,13.134117647058824,3.3072549019607846,2.4176470588235293,21.241176470588236,98.66666666666667,1.6839215686274511,0.818823529411765,0.4519607843137255,1.1458823529411766,7.234705862745098,0.6919607843137254,1.6966666666666663,619.0588235294117
2,13.676774193548388,1.9979032258064515,2.466290322580645,17.46290322580645,107.96774193548387,2.8475806451612904,3.0032258064516126,0.2920967741935484,1.9220967741935482,5.453548387096774,1.065483870967742,3.1633870967741937,1100.225806451613
