k,inertia,silhouette_score
2,1658.7588524290954,0.25931695553182554
3,1277.928488844642,0.28485891918989864
4,1175.3518813658281,0.2586075384934024
5,1107.0073434603987,0.23152834284691684
6,1046.0023332143637,0.23716725754166545
7,981.5952326111658,0.2036275812271175
8,935.2012114738545,0.15701395563931067
9,889.8929111933173,0.14988199178183517
10,845.8952366525513,0.14363840791241486
